index,qubits,sys_noisy,sys_ideal,ideal,noisy
115,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49137932, 0.5, 0.49137932, 0.4827586, 0.5086207, 0.49137932, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
116,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49579832, 0.5126051, 0.5042017, 0.5126051, 0.5042017, 0.5042017, 0.5042017]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
117,7,ibmq_kolkata,AerSimulator,"[0.0, 0.53097343, 0.48672566, 0.5132743, 0.50442475, 0.5132743, 0.539823, 0.4778761]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
118,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5321101, 0.51376146, 0.559633, 0.51376146, 0.47706422, 0.48623854, 0.49541286]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
119,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5046729, 0.5046729, 0.47663552, 0.53271025, 0.49532712, 0.5046729, 0.48598132]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
120,7,ibmq_kolkata,AerSimulator,"[0.0, 0.50961536, 0.50961536, 0.48076922, 0.5192308, 0.5192308, 0.5, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
121,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49122807, 0.48245615, 0.47368422, 0.5263158, 0.51754385, 0.49122807, 0.48245615]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
122,7,ibmq_kolkata,AerSimulator,"[0.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]","[0.0, 0.6547619, 0.53571427, 0.45238096, 0.41666666, 0.41666666, 0.5, 0.47619048]"
123,7,ibmq_kolkata,AerSimulator,"[0.0, 0.51785713, 0.5089286, 0.5089286, 0.49107143, 0.49107143, 0.5089286, 0.51785713]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
124,7,ibmq_kolkata,AerSimulator,"[0.0, 0.48245615, 0.48245615, 0.51754385, 0.50877196, 0.50877196, 0.50877196, 0.49122807]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
125,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.6666667, 0.0, 0.6666667]","[0.0, 0.41666666, 0.47619048, 0.29761904, 0.48809522, 0.5833333, 0.48809522, 0.5714286]"
126,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49074075, 0.4814815, 0.46296296, 0.49074075, 0.5092593, 0.4814815, 0.46296296]","[0.0, 0.5119048, 0.47619048, 0.48809522, 0.5119048, 0.5, 0.7619048, 0.48809522]"
127,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.49074075, 0.5092593, 0.49074075, 0.5, 0.5277778, 0.5092593]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
128,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.4915254, 0.4915254, 0.5169492, 0.5084746, 0.5, 0.48305085]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
129,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5132743, 0.4778761, 0.5132743, 0.50442475, 0.50442475, 0.48672566, 0.49557522]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
130,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5169492, 0.5084746, 0.5084746, 0.4915254, 0.48305085, 0.4915254, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
131,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4778761, 0.49557522, 0.4778761, 0.53097343, 0.50442475, 0.50442475, 0.49557522]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
132,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5225225, 0.5135135, 0.46846846, 0.45945945, 0.5315315, 0.5045045, 0.5315315]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
133,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4954955, 0.5405405, 0.5135135, 0.4954955, 0.4954955, 0.4954955, 0.5045045]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
134,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.5272727, 0.5090909, 0.45454547, 0.5, 0.5272727, 0.5272727]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
135,7,ibmq_kolkata,AerSimulator,"[0.0, 0.51304346, 0.4695652, 0.49565217, 0.4869565, 0.4869565, 0.5043478, 0.4869565]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
136,7,ibmq_kolkata,AerSimulator,"[0.0, 0.51960784, 0.49019608, 0.50980395, 0.5294118, 0.5882353, 0.50980395, 0.5294118]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
137,7,ibmq_kolkata,AerSimulator,"[0.0, 0.48672566, 0.48672566, 0.48672566, 0.5221239, 0.46902654, 0.50442475, 0.46902654]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
138,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4869565, 0.49565217, 0.49565217, 0.5043478, 0.49565217, 0.5043478, 0.5043478]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
139,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5043478, 0.4869565, 0.51304346, 0.49565217, 0.4869565, 0.49565217, 0.5043478]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
140,7,ibmq_kolkata,AerSimulator,"[0.0, 0.51754385, 0.49122807, 0.49122807, 0.50877196, 0.48245615, 0.49122807, 0.49122807]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
141,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5]","[0.0, 0.44117647, 0.47058824, 0.5441176, 0.47058824, 0.3529412, 0.44117647, 0.20588236]"
142,7,ibmq_kolkata,AerSimulator,"[0.0, 0.48214287, 0.49107143, 0.5, 0.48214287, 0.5089286, 0.4642857, 0.48214287]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
143,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4642857, 0.53571427, 0.0, 0.53571427, 0.42857143, 0.53571427, 0.53571427]","[0.0, 0.50476193, 0.4952381, 0.3904762, 0.4952381, 0.47619048, 0.51428574, 0.50476193]"
144,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49541286, 0.47706422, 0.48623854, 0.5412844, 0.5045872, 0.49541286, 0.5412844]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
145,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
146,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4909091, 0.48181817, 0.46363637, 0.53636366, 0.5181818, 0.5090909, 0.5090909]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
147,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4814815, 0.5, 0.5092593, 0.5092593, 0.49074075, 0.5277778, 0.5277778]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
148,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5086207, 0.5, 0.5, 0.49137932, 0.47413793, 0.51724136, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
149,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.4857143, 0.55714285, 0.51428574, 0.18571429, 0.5714286, 0.47142857]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
150,7,ibmq_kolkata,AerSimulator,"[0.0, 0.47368422, 0.51754385, 0.50877196, 0.51754385, 0.51754385, 0.49122807, 0.48245615]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
151,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.5, 0.53333336, 0.46666667, 0.0, 0.0, 0.53333336]","[0.0, 0.58441556, 0.4935065, 0.5194805, 0.38961038, 0.36363637, 0.25974026, 0.53246754]"
152,7,ibmq_kolkata,AerSimulator,"[0.0, 0.53846157, 0.52747256, 0.45054945, 0.48351648, 0.45054945, 0.50549453, 0.5934066]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
153,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.5, 0.5086207, 0.51724136, 0.5086207, 0.51724136, 0.5086207]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
154,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4957265, 0.4871795, 0.52991456, 0.50427353, 0.47008547, 0.51282054, 0.4957265]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
155,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.5, 0.49107143, 0.51785713, 0.49107143, 0.49107143, 0.49107143]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
156,7,ibmq_kolkata,AerSimulator,"[0.0, 0.51304346, 0.5043478, 0.53913045, 0.49565217, 0.51304346, 0.49565217, 0.5304348]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
157,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.47413793, 0.5344828, 0.49137932, 0.5, 0.5, 0.5258621]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
158,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5229358, 0.49541286, 0.48623854, 0.5045872, 0.48623854, 0.49541286, 0.5321101]","[0.0, 0.5212766, 0.5106383, 0.4787234, 0.68085104, 0.5106383, 0.4893617, 0.5212766]"
159,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5131579, 0.55263156, 0.46052632, 0.47368422, 0.5, 0.5131579, 0.27631578]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
160,7,ibmq_kolkata,AerSimulator,"[0.0, 0.50427353, 0.50427353, 0.4957265, 0.4957265, 0.4957265, 0.50427353, 0.4871795]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
161,7,ibmq_kolkata,AerSimulator,"[0.0, 0.64705884, 0.0, 0.0, 0.47058824, 0.5294118, 0.23529412, 0.47058824]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
162,7,ibmq_kolkata,AerSimulator,"[0.0, 0.50427353, 0.4871795, 0.4957265, 0.51282054, 0.4871795, 0.4957265, 0.51282054]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
163,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49565217, 0.49565217, 0.5043478, 0.46086955, 0.47826087, 0.5043478, 0.5217391]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
164,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5225225, 0.5045045, 0.4864865, 0.5495495, 0.5315315, 0.4954955, 0.45945945]","[0.0, 0.5368421, 0.67368424, 0.5263158, 0.49473685, 0.51578945, 0.51578945, 0.50526315]"
165,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4954955, 0.46846846, 0.4864865, 0.4954955, 0.4864865, 0.46846846, 0.4774775]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
166,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5412844, 0.49541286, 0.49541286, 0.5045872, 0.51376146, 0.4678899, 0.51376146]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
167,7,ibmq_kolkata,AerSimulator,"[0.0, 0.44262296, 0.6721311, 0.47540984, 0.5081967, 0.4918033, 0.3114754, 0.40983605]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
168,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5089286, 0.48214287, 0.51785713, 0.53571427, 0.49107143, 0.48214287, 0.49107143]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
169,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0]","[0.0, 0.5045872, 0.48623854, 0.559633, 0.49541286, 0.5045872, 0.56880736, 0.43119267]"
170,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4516129, 0.5, 0.46774194, 0.48387095, 0.48387095, 0.516129, 0.032258064]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
171,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.33962265, 0.43396226, 0.509434, 0.7735849, 0.16981132, 0.43396226, 0.5660377]"
172,7,ibmq_kolkata,AerSimulator,"[0.0, 0.52678573, 0.49107143, 0.49107143, 0.5, 0.51785713, 0.49107143, 0.49107143]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
173,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4864865, 0.5, 0.527027, 0.5, 0.4054054, 0.44594595, 0.47297296]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
174,7,ibmq_kolkata,AerSimulator,"[0.0, 0.48672566, 0.48672566, 0.460177, 0.48672566, 0.49557522, 0.5221239, 0.49557522]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
175,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5089286, 0.5089286, 0.45535713, 0.5, 0.5, 0.48214287, 0.51785713]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
176,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49107143, 0.49107143, 0.5089286, 0.52678573, 0.5, 0.5089286, 0.5089286]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
177,7,ibmq_kolkata,AerSimulator,"[0.0, 0.53846157, 0.59615386, 0.5, 0.46153846, 0.65384614, 0.6730769, 0.8269231]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
178,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.48181817, 0.4909091, 0.5090909, 0.46363637, 0.5090909, 0.48181817]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
179,7,ibmq_kolkata,AerSimulator,"[0.0, 0.53097343, 0.4778761, 0.50442475, 0.5132743, 0.50442475, 0.48672566, 0.539823]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
180,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49107143, 0.49107143, 0.4732143, 0.5, 0.5, 0.48214287, 0.5089286]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
181,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 1.0, 0.5, 0.6666667, 0.6666667, 0.0]","[0.0, 0.546875, 0.46875, 0.53125, 0.484375, 0.5, 0.953125, 0.453125]"
182,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5409836, 0.4262295, 0.59016395, 0.4918033, 0.47540984, 0.5081967, 0.47540984]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
183,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.2631579, 0.31578946, 0.2631579, 0.21052632, 0.94736844, 0.2631579, 0.15789473]"
184,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
185,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.52459013, 0.4918033, 0.5, 0.5, 0.48360655, 0.4918033]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
186,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.5, 0.0, 0.5, 1.0, 0.0, 0.0]","[0.0, 0.2972973, 0.4864865, 0.2972973, 0.5405405, 0.8108108, 0.2972973, 0.2972973]"
187,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 1.0, 0.0, 0.5, 0.0, 0.0, 1.0]","[0.0, 0.5, 0.53333336, 0.475, 0.5, 0.5083333, 0.5, 0.525]"
188,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.6666667, 0.5, 0.0, 0.0, 0.6666667, 0.33333334]","[0.0, 0.5041322, 0.5289256, 0.5041322, 0.4876033, 0.47107437, 0.5123967, 0.47107437]"
189,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4857143, 0.44761905, 0.46666667, 0.4952381, 0.51428574, 0.46666667, 0.51428574]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
190,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5086207, 0.5086207, 0.5, 0.4827586, 0.5, 0.49137932, 0.51724136]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
191,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5042017, 0.5042017, 0.4789916, 0.49579832, 0.49579832, 0.5042017, 0.49579832]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
192,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.5, 0.51785713, 0.5089286, 0.48214287, 0.5, 0.52678573]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
193,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5229358, 0.5321101, 0.4678899, 0.49541286, 0.5045872, 0.48623854, 0.49541286]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
194,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4649123, 0.47368422, 0.48245615, 0.49122807, 0.48245615, 0.5263158, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
195,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4814815, 0.5185185, 0.49074075, 0.5092593, 0.49074075, 0.49074075, 0.537037]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
196,7,ibmq_kolkata,AerSimulator,"[0.0, 0.47368422, 0.5, 0.49122807, 0.50877196, 0.5, 0.50877196, 0.50877196]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
197,7,ibmq_kolkata,AerSimulator,"[0.0, 0.46226415, 0.46226415, 0.49056605, 0.4811321, 0.5, 0.5, 0.509434]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
198,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.5, 0.33333334, 0.0, 0.33333334, 0.5, 0.6666667]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
199,7,ibmq_kolkata,AerSimulator,"[0.0, 0.48214287, 0.48214287, 0.49107143, 0.52678573, 0.52678573, 0.5, 0.48214287]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
200,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]","[0.0, 0.49438202, 0.30337077, 0.41573033, 0.43820226, 0.47191012, 0.505618, 0.4494382]"
201,7,ibmq_kolkata,AerSimulator,"[0.0, 0.50877196, 0.5350877, 0.5263158, 0.50877196, 0.47368422, 0.49122807, 0.5263158]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
202,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5064935, 0.5974026, 0.46753246, 0.7012987, 0.5194805, 0.58441556, 0.46753246]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
203,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5083333, 0.5, 0.5, 0.49166667, 0.48333332, 0.49166667, 0.49166667]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
204,7,ibmq_kolkata,AerSimulator,"[0.0, 0.45535713, 0.49107143, 0.5089286, 0.49107143, 0.5, 0.51785713, 0.51785713]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
205,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5206612, 0.5206612, 0.5041322, 0.5123967, 0.5041322, 0.5123967, 0.49586776]","[0.0, 0.5277778, 0.5277778, 0.8888889, 0.4722222, 0.5, 0.5138889, 0.5138889]"
206,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.4909091, 0.5272727, 0.5181818, 0.5272727, 0.5181818, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
207,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4915254, 0.4915254, 0.5169492, 0.48305085, 0.5084746, 0.5084746, 0.4915254]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
208,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49137932, 0.46551725, 0.49137932, 0.49137932, 0.5, 0.5, 0.51724136]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
209,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5225225, 0.5135135, 0.4864865, 0.46846846, 0.5045045, 0.4774775, 0.5045045]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
210,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49557522, 0.49557522, 0.4778761, 0.50442475, 0.53097343, 0.50442475, 0.4778761]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
211,7,ibmq_kolkata,AerSimulator,"[0.0, 0.4952381, 0.44761905, 0.50476193, 0.52380955, 0.54285717, 0.552381, 0.4952381]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
212,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]","[0.0, 0.33333334, 0.125, 0.29166666, 0.16666667, 0.20833333, 0.25, 0.5416667]"
213,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.53333336, 0.53333336, 0.53333336, 0.5, 0.0, 0.46666667]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
214,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.50877196, 0.50877196, 0.5, 0.49122807, 0.5263158, 0.50877196]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
215,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.4827586, 0.4827586, 0.49137932, 0.5, 0.46551725, 0.47413793]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
216,7,ibmq_kolkata,AerSimulator,"[0.0, 0.23529412, 0.11764706, 1.0, 0.47058824, 0.3529412, 0.29411766, 0.1764706]","[0.0, 0.3846154, 0.3653846, 0.8269231, 0.5769231, 0.26923078, 0.3653846, 0.42307693]"
217,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5229358, 0.49541286, 0.51376146, 0.49541286, 0.47706422, 0.47706422, 0.4678899]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
218,7,ibmq_kolkata,AerSimulator,"[0.0, 0.48305085, 0.5, 0.5084746, 0.48305085, 0.4915254, 0.5169492, 0.5084746]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
219,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5188679, 0.509434, 0.5283019, 0.509434, 0.5188679, 0.49056605, 0.5188679]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
220,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0]","[0.0, 0.4347826, 0.3768116, 0.5507246, 0.2753623, 0.44927537, 0.5072464, 0.36231884]"
221,7,ibmq_kolkata,AerSimulator,"[0.0, 0.47826087, 0.49565217, 0.49565217, 0.51304346, 0.47826087, 0.4869565, 0.5304348]","[0.0, 0.5, 0.5, 0.5, 0.9411765, 0.5, 0.47058824, 0.4852941]"
222,7,ibmq_kolkata,AerSimulator,"[0.0, 0.0, 0.5614035, 0.50877196, 0.49122807, 0.49122807, 0.49122807, 0.5614035]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
223,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5043478, 0.5304348, 0.4695652, 0.5043478, 0.49565217, 0.5043478, 0.4869565]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
224,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5086207, 0.51724136, 0.4827586, 0.5, 0.5086207, 0.51724136, 0.5086207]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
225,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5, 0.5258621, 0.4827586, 0.5086207, 0.49137932, 0.5258621, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
226,7,ibmq_kolkata,AerSimulator,"[0.0, 0.537037, 0.5092593, 0.46296296, 0.5, 0.5092593, 0.5277778, 0.5092593]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
227,7,ibmq_kolkata,AerSimulator,"[0.0, 0.53571427, 0.49107143, 0.51785713, 0.48214287, 0.51785713, 0.52678573, 0.49107143]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
228,7,ibmq_kolkata,AerSimulator,"[0.0, 0.49107143, 0.49107143, 0.51785713, 0.49107143, 0.5089286, 0.49107143, 0.51785713]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
229,7,ibmq_kolkata,AerSimulator,"[0.0, 0.7659575, 0.5744681, 0.40425533, 0.80851066, 0.61702126, 0.5106383, 0.5319149]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
230,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5169492, 0.5084746, 0.5, 0.5084746, 0.5, 0.4915254, 0.5]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
231,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5277778, 0.4814815, 0.5, 0.5833333, 0.4722222, 0.49074075, 0.49074075]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
232,7,ibmq_kolkata,AerSimulator,"[0.0, 0.5043478, 0.5304348, 0.51304346, 0.5043478, 0.47826087, 0.51304346, 0.4869565]","[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
