qubits,ideal,noisy
8,"[0.5443,0.5465,0.47,0.5027,0.4868,0.5548,0.463,0.5247]","[0.5195,0.5,0.4932,0.5273,0.4883,0.6143,0.5283,0.4922]"
8,"[0.5328,0.4457,0.489,0.4837,0.4697,0.5207,0.4613,0.4255]","[0.5342,0.4844,0.5127,0.4619,0.3633,0.5078,0.5,0.4893]"
8,"[0.4767,0.487,0.5692,0.5347,0.4375,0.5285,0.4942,0.4767]","[0.5039,0.5078,0.4912,0.5039,0.5303,0.4941,0.4844,0.4736]"
8,"[0.5505,0.4975,0.5128,0.4552,0.489,0.5148,0.4958,0.455]","[0.4746,0.5,0.4785,0.5059,0.502,0.5127,0.4795,0.4863]"
8,"[0.5213,0.4875,0.4935,0.5692,0.5095,0.464,0.5335,0.534]","[0.5391,0.5332,0.4834,0.5117,0.502,0.4971,0.4756,0.4805]"
8,"[0.4683,0.4793,0.4908,0.4997,0.4927,0.4837,0.5113,0.538]","[0.4873,0.5137,0.4961,0.4834,0.4717,0.5234,0.5127,0.4902]"
8,"[0.3548,0.4105,0.3952,0.531,0.4963,0.7337,0.162,0.7013]","[0.3506,0.4287,0.5342,0.4736,0.5088,0.4141,0.1787,0.4863]"
8,"[0.5332,0.505,0.5153,0.511,0.4642,0.4618,0.5023,0.5585]","[0.5137,0.5098,0.5137,0.4863,0.5107,0.3682,0.4775,0.4365]"
8,"[0.4448,0.5115,0.38,0.503,0.5008,0.5013,0.4755,0.5293]","[0.4746,0.5176,0.5146,0.4854,0.4727,0.3398,0.4775,0.5068]"
8,"[0.495,0.475,0.5537,0.5387,0.57,0.4565,0.509,0.535]","[0.4902,0.5176,0.5674,0.5371,0.4922,0.5957,0.5400,0.4902]"
8,"[0.4425,0.467,0.527,0.4733,0.4658,0.52,0.5485,0.5303]","[0.459,0.4658,0.5215,0.5439,0.4658,0.4971,0.501,0.4951]"
8,"[0.476,0.5232,0.512,0.5102,0.5832,0.5088,0.468,0.5222]","[0.4980,0.4756,0.5078,0.5117,0.4922,0.3418,0.5039,0.5195]"
8,"[0.4627,0.4613,0.5002,0.4588,0.4935,0.5387,0.4837,0.4905]","[0.5518,0.4746,0.4971,0.5117,0.5117,0.5859,0.4854,0.5039]"
8,"[0.0001,0.0001,0.7295,0.7295,0.993,0.0001,0.0001,0.4575]","[0.0273,0.0273,0.7256,0.7158,0.9570,0.0156,0.0117,0.4639]"
8,"[0.5552,0.4593,0.5178,0.568,0.5217,0.556,0.5157,0.518]","[0.5088,0.5176,0.4961,0.5098,0.5088,0.4746,0.502,0.5146]"
8,"[0.409,0.554,0.4618,0.4902,0.6133,0.5,0.682,0.5272]","[0.4795,0.5488,0.4873,0.4941,0.4697,0.5059,0.5400,0.5059]"
8,"[0.5548,0.467,0.5565,0.556,0.47,0.4263,0.4778,0.3545]","[0.5264,0.5273,0.5098,0.5303,0.5195,0.5342,0.4941,0.4316]"
8,"[0.4588,0.464,0.512,0.4663,0.487,0.4793,0.4983,0.5715]","[0.4844,0.5117,0.5137,0.4834,0.4697,0.3682,0.4961,0.4902]"
8,"[0.6028,0.5095,0.464,0.542,0.6295,0.6905,0.5487,0.461]","[0.5068,0.4951,0.4531,0.5225,0.4922,0.3691,0.5078,0.5088]"
8,"[0.5778,0.4785,0.4045,0.7225,0.5142,0.5222,0.4403,0.5972]","[0.3711,0.5664,0.5381,0.7246,0.4824,0.501,0.4385,0.4551]"
8,"[0.5355,0.5185,0.5247,0.4385,0.4608,0.5058,0.5197,0.517]","[0.4814,0.4814,0.4961,0.4717,0.4814,0.3486,0.4736,0.5029]"
8,"[0.4893,0.5157,0.5285,0.4595,0.49,0.4308,0.49,0.595]","[0.5078,0.4863,0.4893,0.5332,0.5039,0.3486,0.4775,0.5029]"
8,"[0.4975,0.5537,0.4652,0.412,0.424,0.512,0.5063,0.5065]","[0.5439,0.4766,0.4990,0.4834,0.4805,0.4736,0.502,0.5049]"
8,"[0.4408,0.5322,0.4435,0.5235,0.4757,0.4515,0.5655,0.5123]","[0.4922,0.5068,0.4971,0.5068,0.4893,0.5029,0.4980,0.5225]"
8,"[0.4882,0.5475,0.4762,0.4945,0.4737,0.4825,0.5025,0.486]","[0.4844,0.501,0.4990,0.4941,0.4980,0.5068,0.4795,0.4932]"
8,"[0.4855,0.5132,0.4667,0.5145,0.4895,0.438,0.5197,0.4658]","[0.5088,0.5244,0.5146,0.4893,0.4678,0.4893,0.4873,0.4971]"
8,"[0.5113,0.5067,0.468,0.5245,0.4392,0.5153,0.5627,0.5142]","[0.4814,0.4521,0.5156,0.4668,0.4678,0.4209,0.5049,0.4873]"
8,"[0.4762,0.5085,0.4527,0.474,0.4893,0.5335,0.5132,0.5135]","[0.5146,0.4844,0.5176,0.5039,0.5088,0.4980,0.4785,0.5117]"
8,"[0.7222,0.4595,0.5505,0.4202,0.149,0.47,0.4963,0.4805]","[0.6992,0.3555,0.5264,0.4648,0.5371,0.4941,0.5088,0.502]"
8,"[0.5063,0.5092,0.501,0.446,0.5082,0.4875,0.463,0.48]","[0.5117,0.5137,0.5049,0.5205,0.5039,0.4932,0.502,0.4795]"
8,"[0.4812,0.5222,0.4798,0.5285,0.486,0.4502,0.4967,0.4787]","[0.5088,0.5254,0.4932,0.4961,0.4883,0.5078,0.4980,0.5088]"
8,"[0.4773,0.5408,0.5385,0.5095,0.4805,0.4525,0.5015,0.4275]","[0.502,0.5029,0.5,0.5303,0.4980,0.3281,0.502,0.4795]"
8,"[0.5217,0.5312,0.5642,0.478,0.506,0.48,0.5368,0.495]","[0.5166,0.4629,0.4912,0.5078,0.4971,0.3457,0.4932,0.5225]"
8,"[0.4285,0.427,0.4935,0.613,0.331,0.4717,0.5495,0.5497]","[0.4297,0.5127,0.5127,0.5127,0.4287,0.3418,0.4834,0.5137]"
8,"[0.1643,0.5863,0.5135,0.3473,0.4965,0.5105,0.4663,0.5605]","[0.1729,0.5791,0.4912,0.4824,0.4912,0.3447,0.4854,0.5088]"
8,"[0.4062,0.4487,0.3315,0.1702,0.4947,0.1702,0.2848,0.7247]","[0.4033,0.4307,0.3662,0.1709,0.4727,0.3613,0.4941,0.7031]"
8,"[0.4527,0.5163,0.5027,0.5255,0.4705,0.448,0.457,0.4187]","[0.4854,0.4863,0.4521,0.4814,0.4805,0.3428,0.4941,0.5537]"
8,"[0.5095,0.5035,0.4675,0.4885,0.4625,0.4877,0.4803,0.4565]","[0.5156,0.4893,0.5186,0.5156,0.5381,0.3428,0.4941,0.5127]"
8,"[0.5175,0.4873,0.4925,0.527,0.4913,0.5555,0.4723,0.5332]","[0.4883,0.5273,0.5117,0.5,0.5176,0.5117,0.4873,0.4893]"
8,"[0.5355,0.4552,0.5055,0.5017,0.5025,0.4482,0.5265,0.5533]","[0.5137,0.4902,0.5107,0.4883,0.4775,0.3379,0.5117,0.4980]"
8,"[0.3248,0.764,0.0063,0.666,0.1975,0.0001,0.0001,0.5058]","[0.3457,0.7588,0.4951,0.6709,0.2334,0.0127,0.4805,0.5078]"
8,"[0.535,0.493,0.4585,0.4885,0.5452,0.5408,0.4793,0.4812]","[0.5107,0.4902,0.4834,0.4932,0.5078,0.4951,0.4658,0.5107]"
8,"[0.3817,0.5835,0.5088,0.5773,0.6837,0.724,0.673,0.378]","[0.3818,0.5254,0.4932,0.5723,0.6611,0.4268,0.6660,0.3271]"
8,"[0.5035,0.4678,0.5335,0.505,0.4548,0.4893,0.5192,0.4947]","[0.4414,0.4697,0.4941,0.5059,0.5254,0.6797,0.5254,0.4707]"
8,"[0.5195,0.5105,0.5025,0.5225,0.535,0.514,0.5548,0.513]","[0.5029,0.501,0.5166,0.4990,0.5234,0.3662,0.5078,0.4658]"
8,"[0.5135,0.484,0.509,0.4417,0.471,0.5142,0.497,0.518]","[0.5459,0.4668,0.4873,0.4131,0.4951,0.5107,0.5068,0.5312]"
8,"[0.4353,0.4692,0.5247,0.566,0.4672,0.5178,0.4428,0.4985]","[0.4814,0.4736,0.4951,0.4854,0.5146,0.3154,0.4990,0.5049]"
8,"[0.0001,0.0768,0.0001,0.5,0.0768,0.0001,0.3913,1.]","[0.0391,0.1133,0.0312,0.4844,0.126,0.0088,0.3828,0.9893]"
8,"[0.5755,0.5217,0.4678,0.497,0.54,0.5347,0.469,0.4945]","[0.4854,0.4971,0.4824,0.4668,0.5078,0.3320,0.5156,0.4902]"
8,"[0.3927,0.5412,0.4622,0.4845,0.4315,0.5487,0.488,0.538]","[0.5146,0.5273,0.5127,0.5088,0.5176,0.3496,0.4863,0.5244]"
8,"[0.4972,0.4775,0.4927,0.4688,0.4827,0.4675,0.5073,0.5123]","[0.4854,0.5176,0.502,0.5137,0.4941,0.5166,0.4902,0.4971]"
8,"[0.5612,0.493,0.4938,0.4652,0.648,0.718,0.4072,0.4397]","[0.5527,0.4922,0.4746,0.4775,0.4854,0.3174,0.4844,0.4336]"
8,"[0.5228,0.4675,0.475,0.4555,0.5418,0.4593,0.5268,0.4548]","[0.5176,0.5137,0.5156,0.4961,0.5225,0.3564,0.5195,0.5107]"
8,"[0.5288,0.5033,0.481,0.53,0.5075,0.4922,0.5067,0.5307]","[0.4775,0.5068,0.5186,0.5176,0.502,0.6719,0.4795,0.4990]"
8,"[0.444,0.4608,0.472,0.5347,0.5245,0.512,0.4885,0.543]","[0.5381,0.4971,0.502,0.4785,0.5166,0.4795,0.4805,0.5078]"
8,"[0.5157,0.4712,0.5355,0.515,0.5113,0.4315,0.5067,0.4972]","[0.4854,0.5264,0.5205,0.5283,0.5059,0.3564,0.4854,0.5068]"
8,"[0.5207,0.5033,0.446,0.494,0.5213,0.5405,0.4873,0.4675]","[0.4766,0.4902,0.4932,0.4385,0.5049,0.3604,0.5039,0.459]"
8,"[0.5025,0.4955,0.512,0.5272,0.516,0.5132,0.5027,0.51]","[0.5068,0.4893,0.4824,0.4551,0.5146,0.4141,0.5234,0.501]"
8,"[0.5075,0.547,0.5182,0.4908,0.4708,0.5468,0.4737,0.5245]","[0.4980,0.4814,0.4834,0.5039,0.5049,0.5,0.4961,0.4951]"
8,"[0.5148,0.5415,0.5378,0.51,0.5325,0.4918,0.5345,0.4742]","[0.5117,0.4971,0.4785,0.4717,0.5088,0.5137,0.5234,0.5127]"
8,"[0.5192,0.6265,0.649,0.6295,0.771,0.4905,0.5128,0.368]","[0.5195,0.6055,0.6406,0.6094,0.5039,0.3818,0.4951,0.4463]"
8,"[0.2578,0.1028,0.399,0.2445,0.4835,0.599,0.4635,0.5585]","[0.4727,0.1182,0.4424,0.3809,0.5107,0.3809,0.5088,0.5439]"
8,"[0.516,0.491,0.5272,0.4798,0.4642,0.5683,0.5088,0.548]","[0.4688,0.5049,0.4824,0.4727,0.4854,0.4287,0.4756,0.4990]"
8,"[0.8645,0.2688,0.8645,0.1678,0.9822,0.3415,0.164,0.8645]","[0.8330,0.2910,0.8242,0.1816,0.9492,0.3701,0.4766,0.8535]"
8,"[0.5063,0.46,0.5383,0.533,0.4922,0.5475,0.546,0.4575]","[0.4893,0.5186,0.5078,0.5,0.4912,0.5469,0.4844,0.5]"
8,"[0.5025,0.5075,0.5913,0.5123,0.4832,0.1863,0.5002,0.4877]","[0.4883,0.5029,0.4873,0.4912,0.5186,0.5068,0.4893,0.5146]"
8,"[0.5038,0.5265,0.5247,0.46,0.4947,0.4975,0.4535,0.4855]","[0.5283,0.5156,0.4893,0.5049,0.4688,0.4404,0.5029,0.4990]"
8,"[0.5625,0.475,0.5098,0.4572,0.5282,0.479,0.5017,0.463]","[0.4922,0.4746,0.4980,0.4844,0.5215,0.3105,0.5293,0.5322]"
8,"[0.4967,0.328,0.47,0.2482,0.433,0.5067,0.5098,0.4098]","[0.4775,0.3027,0.4102,0.2266,0.5,0.4248,0.5371,0.5146]"
8,"[0.4635,0.4795,0.5268,0.517,0.4827,0.4837,0.5123,0.5297]","[0.4795,0.6035,0.4502,0.501,0.4844,0.4570,0.5029,0.5264]"
8,"[0.537,0.5683,0.5008,0.459,0.5188,0.4882,0.4787,0.5035]","[0.4961,0.4658,0.5205,0.5195,0.5264,0.6660,0.5244,0.5029]"
8,"[0.5332,0.542,0.4762,0.5098,0.4945,0.5145,0.5125,0.4922]","[0.5156,0.4512,0.5449,0.5176,0.5674,0.5293,0.4941,0.5039]"
8,"[0.5368,0.5098,0.5025,0.4803,0.487,0.5335,0.4807,0.471]","[0.4990,0.5039,0.4814,0.4883,0.5029,0.3525,0.5127,0.5146]"
8,"[0.343,0.627,0.5322,0.2065,0.22,0.4978,0.0001,0.1128]","[0.3643,0.6104,0.4971,0.2168,0.251,0.4824,0.0176,0.1240]"
8,"[0.4857,0.4997,0.5115,0.4848,0.4345,0.5153,0.5645,0.4795]","[0.4746,0.4863,0.5400,0.4941,0.5156,0.377,0.5225,0.4922]"
8,"[0.533,0.556,0.5307,0.4798,0.484,0.4793,0.5188,0.4305]","[0.4756,0.5049,0.4971,0.4717,0.5039,0.3398,0.502,0.4863]"
8,"[0.5555,0.4635,0.461,0.4047,0.5477,0.5368,0.5153,0.4885]","[0.5527,0.4766,0.4844,0.4961,0.5146,0.5,0.4766,0.4990]"
8,"[0.4885,0.509,0.5257,0.4825,0.5368,0.511,0.5408,0.5175]","[0.5059,0.4932,0.5039,0.5244,0.5244,0.5127,0.5195,0.4785]"
8,"[0.5245,0.288,0.4958,0.034,0.7552,0.2925,0.505,0.4857]","[0.5264,0.2803,0.4756,0.0391,0.6875,0.4209,0.5127,0.4883]"
8,"[0.5347,0.4383,0.5343,0.4543,0.4845,0.476,0.4793,0.466]","[0.5059,0.4795,0.4736,0.5107,0.4834,0.4922,0.4971,0.4551]"
8,"[0.313,0.5167,0.3302,0.0022,0.0001,0.3255,0.0001,0.443]","[0.3418,0.4609,0.3438,0.0293,0.0332,0.3379,0.0098,0.4580]"
8,"[0.474,0.5023,0.5055,0.4753,0.5337,0.469,0.4843,0.5217]","[0.5244,0.5098,0.4893,0.5078,0.4922,0.5312,0.4648,0.4941]"
8,"[0.4803,0.5095,0.53,0.5045,0.4947,0.5255,0.4375,0.5465]","[0.5078,0.4912,0.5098,0.5107,0.4922,0.4990,0.5039,0.5225]"
8,"[0.4845,0.5278,0.491,0.4735,0.5105,0.4995,0.5225,0.4712]","[0.4961,0.5508,0.4268,0.5039,0.4873,0.4824,0.4980,0.5312]"
8,"[0.569,0.0001,0.5138,0.5107,0.047,0.4495,0.3925,0.4975]","[0.5781,0.5137,0.5176,0.5068,0.4902,0.5068,0.4141,0.4971]"
8,"[0.4667,0.5185,0.491,0.4947,0.5155,0.453,0.541,0.492]","[0.4775,0.5381,0.5273,0.4990,0.5244,0.4375,0.5254,0.5156]"
8,"[0.4465,0.4275,0.3587,0.5895,0.3568,0.5518,0.0847,0.7487]","[0.4561,0.4336,0.3809,0.5791,0.3877,0.5508,0.085,0.7441]"
8,"[0.5458,0.5235,0.4283,0.4798,0.5383,0.5217,0.488,0.4818]","[0.4893,0.5088,0.4863,0.5264,0.4629,0.3789,0.4863,0.4932]"
8,"[0.391,0.4615,0.4695,0.5838,0.464,0.4518,0.4288,0.506]","[0.4102,0.4922,0.4902,0.4805,0.4971,0.3457,0.4893,0.5645]"
8,"[0.5002,0.5173,0.4412,0.4965,0.5272,0.479,0.5533,0.5495]","[0.5225,0.4854,0.5195,0.501,0.4961,0.4893,0.5195,0.5186]"
8,"[0.4913,0.4588,0.528,0.5383,0.5472,0.4787,0.6413,0.5185]","[0.5273,0.4502,0.5166,0.4766,0.5391,0.3545,0.5107,0.5137]"
8,"[0.4888,0.0001,1.,0.0001,0.7065,0.9425,0.606,0.0012]","[0.4951,0.0117,0.9639,0.0205,0.6943,0.9326,0.5820,0.0117]"
8,"[0.5213,0.51,0.5393,0.508,0.5113,0.5142,0.527,0.4473]","[0.4814,0.5166,0.5,0.4863,0.4873,0.6514,0.5088,0.4863]"
8,"[0.512,0.6025,0.4938,0.5153,0.449,0.5458,0.5192,0.4915]","[0.5088,0.6279,0.4736,0.4844,0.4893,0.501,0.5537,0.4854]"
8,"[0.5497,0.4972,0.508,0.543,0.5462,0.5638,0.4837,0.5707]","[0.5186,0.5537,0.4854,0.4775,0.4482,0.4658,0.4883,0.4834]"
8,"[0.5185,0.4505,0.4588,0.5562,0.48,0.4905,0.4675,0.5265]","[0.3262,0.5029,0.4883,0.4951,0.4775,0.5059,0.4961,0.4717]"
8,"[0.5092,0.5225,0.4745,0.488,0.4935,0.473,0.4527,0.5042]","[0.5049,0.5107,0.4854,0.5049,0.4932,0.5166,0.4766,0.4883]"
8,"[0.4873,0.4873,0.5117,0.489,0.4753,0.4762,0.395,0.5312]","[0.4619,0.5117,0.5176,0.4648,0.501,0.3623,0.5283,0.4746]"
8,"[0.5255,0.47,0.471,0.5278,0.4873,0.6108,0.4818,0.5543]","[0.4580,0.4912,0.5146,0.4805,0.4609,0.3369,0.5156,0.5088]"
8,"[0.8192,0.7245,0.303,0.4995,0.7715,0.0001,0.0093,0.3422]","[0.8086,0.6846,0.2949,0.4814,0.7051,0.6396,0.5049,0.3662]"
8,"[0.4913,0.5063,0.4855,0.4675,0.4852,0.4652,0.5418,0.4697]","[0.4883,0.5273,0.4893,0.5049,0.5078,0.4980,0.5117,0.4971]"
8,"[0.538,0.462,0.5123,0.5422,0.4925,0.526,0.4893,0.4873]","[0.5146,0.4893,0.4814,0.5146,0.4658,0.4844,0.5068,0.4844]"
8,"[0.4602,0.5132,0.442,0.4915,0.5135,0.4627,0.4837,0.512]","[0.4844,0.4434,0.4912,0.4717,0.4990,0.4102,0.4990,0.4678]"
8,"[0.4793,0.546,0.5505,0.5235,0.5922,0.4642,0.5113,0.463]","[0.502,0.4893,0.4551,0.5156,0.5322,0.5039,0.5039,0.5215]"
8,"[0.506,0.4958,0.5447,0.4875,0.4475,0.5465,0.506,0.4855]","[0.4697,0.4854,0.5127,0.5127,0.5029,0.5586,0.5107,0.5049]"
8,"[0.496,0.486,0.8025,0.0001,1.,0.9622,0.443,0.9858]","[0.4844,0.502,0.752,0.0195,0.9639,0.9551,0.4375,0.9814]"
8,"[0.4703,0.4712,0.4952,0.48,0.4705,0.5105,0.5437,0.4787]","[0.459,0.5137,0.4814,0.5176,0.4883,0.5107,0.5205,0.5029]"
8,"[0.5807,0.7505,0.94,0.5153,0.4588,0.7807,0.5107,0.4745]","[0.5459,0.7334,0.9082,0.5088,0.4795,0.5215,0.5137,0.5283]"
8,"[0.5702,0.5082,0.5305,0.5073,0.4692,0.5225,0.4635,0.507]","[0.4990,0.4961,0.5713,0.5059,0.4902,0.5156,0.4912,0.5]"
8,"[0.497,0.493,0.4387,0.528,0.4645,0.5165,0.5033,0.5242]","[0.4863,0.5029,0.459,0.4951,0.5215,0.5596,0.4766,0.4805]"
8,"[0.518,0.5345,0.5512,0.4663,0.481,0.5732,0.5673,0.4873]","[0.4756,0.5029,0.4893,0.4961,0.5049,0.4238,0.5215,0.4971]"
8,"[0.6875,0.9965,0.3467,0.4038,0.4538,0.3145,0.808,0.511]","[0.4951,0.9756,0.3828,0.4004,0.4717,0.5176,0.5088,0.4756]"
8,"[0.6392,0.7795,0.3775,0.478,0.451,0.6062,0.5297,0.2882]","[0.6416,0.7773,0.3818,0.4941,0.4736,0.626,0.5410,0.3174]"
8,"[0.3167,0.5562,0.3932,0.6143,0.4972,0.4938,0.3635,0.4485]","[0.4932,0.4814,0.5273,0.5273,0.4814,0.376,0.5059,0.4795]"
8,"[0.5357,0.5412,0.5365,0.5117,0.521,0.4227,0.4482,0.488]","[0.501,0.4932,0.5117,0.4932,0.5146,0.5078,0.4678,0.4775]"
8,"[0.4805,0.4773,0.5082,0.4855,0.4942,0.465,0.4408,0.4773]","[0.4805,0.4756,0.4932,0.4883,0.4883,0.4941,0.4912,0.4727]"
8,"[0.4855,0.538,0.4245,0.346,0.6363,0.5008,0.437,0.324]","[0.4912,0.5293,0.4473,0.3740,0.5186,0.5098,0.4502,0.3965]"
8,"[0.6008,0.5623,0.4058,0.1663,0.1908,0.167,0.4153,0.0742]","[0.6035,0.5752,0.4033,0.1953,0.1904,0.2158,0.4209,0.1348]"
8,"[0.199,0.484,0.6643,0.3705,0.261,0.499,0.3993,0.597]","[0.2070,0.5039,0.6631,0.3652,0.4863,0.4688,0.4053,0.6006]"
8,"[0.507,0.5092,0.4852,0.5115,0.4502,0.5462,0.4695,0.522]","[0.5137,0.5264,0.5078,0.5254,0.502,0.3457,0.5234,0.4795]"
8,"[0.0001,0.3945,0.5027,0.0001,0.502,0.993,0.0001,0.0001]","[0.0195,0.4053,0.5,0.0215,0.4873,0.9814,0.0156,0.001]"
8,"[0.4963,0.5213,0.4895,0.5245,0.491,0.5508,0.4897,0.4988]","[0.4971,0.4609,0.4824,0.501,0.4990,0.334,0.4873,0.4893]"
8,"[0.5433,0.5075,0.4775,0.5073,0.5048,0.5315,0.4897,0.4512]","[0.4941,0.4795,0.5078,0.4922,0.4668,0.3516,0.4961,0.5293]"
8,"[0.452,0.4437,0.4132,0.5393,0.4832,0.3837,0.446,0.3932]","[0.4844,0.4385,0.4404,0.501,0.4854,0.5,0.4688,0.4375]"
8,"[0.52,0.4995,0.5067,0.4975,0.5515,0.4925,0.457,0.5677]","[0.5137,0.4824,0.4961,0.5195,0.4941,0.4980,0.5029,0.4707]"
8,"[0.4885,0.5235,0.5717,0.5038,0.407,0.4723,0.4832,0.5027]","[0.5098,0.5107,0.4814,0.5049,0.5059,0.3428,0.4922,0.4795]"
8,"[1.,0.546,0.3635,0.0001,0.9825,1.,0.0001,0.0001]","[0.9736,0.542,0.4053,0.0361,0.9385,0.9844,0.0068,0.0098]"
8,"[0.555,0.484,0.5265,0.502,0.5587,0.4453,0.5173,0.5735]","[0.4707,0.4883,0.5166,0.4824,0.5107,0.4883,0.4775,0.501]"
8,"[0.4577,0.49,0.511,0.4733,0.485,0.501,0.491,0.4538]","[0.4717,0.4844,0.4912,0.4727,0.4922,0.5156,0.5029,0.5332]"
8,"[0.4988,0.462,0.5558,0.498,0.517,0.4972,0.5512,0.5238]","[0.4980,0.4902,0.4893,0.5234,0.5059,0.5273,0.4980,0.4951]"
8,"[0.5173,0.4655,0.466,0.4737,0.4705,0.4597,0.4515,0.4692]","[0.5049,0.4678,0.4814,0.4707,0.5029,0.3252,0.5049,0.5137]"
8,"[0.5255,0.4818,0.4845,0.5038,0.4963,0.5255,0.4712,0.4877]","[0.4863,0.5059,0.3408,0.4844,0.4951,0.4941,0.5137,0.5059]"
8,"[0.4955,0.484,0.2412,0.196,0.562,0.1873,0.5038,0.1452]","[0.4961,0.4746,0.2764,0.3965,0.5156,0.3545,0.5176,0.1631]"
8,"[0.0001,0.0001,0.501,0.734,0.0001,0.499,0.5015,0.2962]","[0.0303,0.0283,0.5,0.7021,0.0332,0.5068,0.502,0.2861]"
8,"[0.5803,0.4945,0.5173,0.661,0.5225,0.2722,0.476,0.3835]","[0.5703,0.4805,0.5303,0.6211,0.5146,0.3232,0.5088,0.3799]"
8,"[0.4857,0.442,0.4905,0.489,0.378,0.7128,0.4712,0.5005]","[0.5234,0.5,0.5400,0.5078,0.5537,0.334,0.5215,0.4971]"
8,"[0.5242,0.4885,0.497,0.504,0.5123,0.4785,0.5088,0.472]","[0.5215,0.5195,0.5410,0.5039,0.4951,0.3477,0.4902,0.5098]"
8,"[0.4908,0.5115,0.4688,0.4782,0.48,0.4785,0.4605,0.4688]","[0.4971,0.502,0.5186,0.4775,0.417,0.4834,0.5068,0.5049]"
8,"[0.6062,0.523,0.5397,0.5707,0.4087,0.4947,0.7555,0.4608]","[0.5244,0.4980,0.5098,0.4854,0.4951,0.5215,0.5098,0.4951]"
8,"[0.4958,0.521,0.53,0.5115,0.538,0.5215,0.535,0.4675]","[0.5381,0.4521,0.4951,0.5195,0.4824,0.4570,0.5312,0.4961]"
8,"[0.4978,0.307,0.4275,0.498,0.819,0.9467,0.8125,0.5738]","[0.5137,0.3291,0.2764,0.5137,0.502,0.9316,0.459,0.543]"
8,"[0.5403,0.4355,0.5017,0.4947,0.534,0.5085,0.593,0.5203]","[0.4971,0.5127,0.501,0.4824,0.5098,0.3311,0.4746,0.4990]"
8,"[0.1117,0.2068,0.0001,0.028,0.5623,0.744,0.1995,0.4963]","[0.1426,0.1924,0.0352,0.0498,0.5205,0.6592,0.1846,0.4766]"
8,"[0.457,0.4935,0.527,0.5383,0.5238,0.501,0.4297,0.4992]","[0.5137,0.4775,0.5107,0.4902,0.502,0.5078,0.4980,0.4775]"
8,"[0.5117,0.5117,0.5107,0.5197,0.476,0.477,0.4735,0.5048]","[0.4932,0.5264,0.5137,0.4912,0.4932,0.5078,0.5059,0.4941]"
8,"[0.4935,0.5102,0.5263,0.516,0.4908,0.545,0.5027,0.4678]","[0.5264,0.4814,0.4922,0.5098,0.5205,0.4482,0.5381,0.5039]"
8,"[0.509,0.5458,0.514,0.537,0.5005,0.4857,0.5337,0.508]","[0.5137,0.5303,0.4062,0.4766,0.4902,0.4570,0.4893,0.5166]"
8,"[0.4633,0.4793,0.475,0.439,0.4848,0.5035,0.4795,0.561]","[0.4756,0.5146,0.5049,0.5225,0.5156,0.3535,0.4746,0.5156]"
8,"[0.4947,0.4992,0.5117,0.465,0.488,0.4967,0.5017,0.5222]","[0.4961,0.4717,0.4775,0.4854,0.4893,0.4834,0.4902,0.4834]"
8,"[0.5508,0.4958,0.4863,0.4895,0.5138,0.5128,0.4812,0.5465]","[0.4971,0.4980,0.4951,0.5273,0.5039,0.4854,0.4727,0.4863]"
8,"[0.507,0.5408,0.4518,0.4837,0.4345,0.4782,0.4723,0.451]","[0.5098,0.4727,0.4551,0.4629,0.4785,0.3574,0.5039,0.5273]"
8,"[0.517,0.8748,0.5042,0.4395,0.4958,0.4725,0.0175,0.2115]","[0.5371,0.7891,0.5029,0.4248,0.4678,0.5449,0.4951,0.4736]"
8,"[0.5558,0.4803,0.5393,0.4893,0.4765,0.5065,0.474,0.494]","[0.5244,0.4971,0.5498,0.5166,0.5049,0.4824,0.4443,0.4922]"
8,"[0.4985,0.488,0.4665,0.5008,0.484,0.507,0.544,0.501]","[0.5107,0.4883,0.4854,0.5137,0.5,0.3477,0.502,0.4844]"
8,"[0.4972,0.4748,0.443,0.4173,0.4582,0.3742,0.526,0.5663]","[0.4805,0.46,0.4385,0.4521,0.4785,0.5977,0.501,0.4023]"
8,"[0.5048,0.5242,0.5322,0.5445,0.5847,0.4983,0.4737,0.5065]","[0.4863,0.4717,0.4521,0.5625,0.5,0.5283,0.5127,0.5107]"
8,"[0.4395,0.486,0.4818,0.5238,0.51,0.485,0.535,0.447]","[0.4873,0.4658,0.5,0.5195,0.4951,0.5039,0.5225,0.5]"
8,"[0.4945,0.5232,0.4765,0.5005,0.5217,0.5288,0.4782,0.4965]","[0.4941,0.4883,0.4883,0.5107,0.5,0.4932,0.4854,0.4980]"
8,"[0.5713,0.4453,0.5707,0.5135,0.4557,0.472,0.5165,0.4803]","[0.5674,0.4785,0.4893,0.5234,0.5303,0.4805,0.5166,0.5205]"
8,"[0.4778,0.505,0.471,0.4935,0.5663,0.4965,0.4958,0.5235]","[0.4775,0.4912,0.5107,0.5059,0.5039,0.4766,0.4570,0.5088]"
8,"[0.5357,0.496,0.521,0.553,0.431,0.506,0.5205,0.4983]","[0.4951,0.4980,0.5078,0.4766,0.4971,0.5879,0.5146,0.4844]"
8,"[0.5263,0.4935,0.5155,0.502,0.535,0.52,0.5247,0.4615]","[0.4980,0.4873,0.4834,0.5107,0.4971,0.5029,0.5029,0.4854]"
8,"[0.5065,0.523,0.4615,0.5335,0.5107,0.4585,0.469,0.5205]","[0.3613,0.4873,0.4844,0.5186,0.5117,0.3486,0.4941,0.4814]"
